order_item_id,order_id,product_id,quantity,discount_pct,line_total
238,78,27,11,0,3816.89
239,78,12,4,0,1567.64
240,78,11,3,15,945.69
241,78,10,10,0,8476.0
242,78,26,11,0,6029.87
243,79,1,6,0,3888.9
244,79,20,2,0,486.34
245,79,21,7,0,5662.79
246,79,5,11,0,4653.22
247,79,17,2,0,167.58
248,80,5,6,0,2538.12
249,80,18,4,5,2216.24
250,80,28,1,0,243.97
251,80,3,5,0,167.35
252,81,7,5,5,2781.36
253,81,29,6,0,5019.72
254,81,14,5,10,3054.02
255,81,28,10,0,2439.7
256,82,5,5,10,1903.59
257,83,29,1,10,752.96
258,83,7,11,0,6441.05
259,84,22,3,0,423.39
260,84,27,7,0,2428.93
261,84,9,11,0,2678.28
262,85,20,12,0,2918.04
263,85,11,2,0,741.72
264,85,2,11,0,390.83
265,86,19,4,0,2246.08
266,86,11,4,0,1483.44
267,86,22,3,0,423.39
268,86,9,8,0,1947.84
269,86,4,3,0,855.63
270,87,7,6,0,3513.3
271,87,16,7,0,1395.38
272,87,17,12,0,1005.48
273,87,4,9,0,2566.89
274,87,27,8,0,2775.92
275,88,4,4,10,1026.76
276,88,24,11,0,8832.12
277,89,28,9,0,2195.73
278,90,7,2,0,1171.1
279,90,3,10,0,334.7
280,90,1,2,0,1296.3
281,91,1,4,0,2592.6
282,91,27,10,0,3469.9
283,91,22,9,0,1270.17
284,91,7,3,0,1756.65
285,91,2,3,0,106.59
286,92,24,2,0,1605.84
287,92,9,11,0,2678.28
288,92,23,4,0,1504.0
289,92,27,12,0,4163.88
290,93,21,9,5,6916.69
291,94,28,3,0,731.91
292,94,21,9,0,7280.73
293,94,9,7,0,1704.36
294,94,22,8,0,1129.04
295,95,29,11,0,9202.82
296,95,8,5,0,1936.65
297,95,15,12,0,7130.64
298,95,13,1,0,151.63
299,96,13,12,10,1637.6
300,97,4,1,0,285.21
301,98,5,9,0,3807.18
302,99,21,1,0,808.97
303,99,15,5,5,2822.54
304,99,19,7,0,3930.64
305,99,3,3,0,100.41
306,100,18,6,0,3499.32
307,100,6,7,0,4608.03
308,100,15,8,0,4753.76
309,100,25,7,0,2558.29
310,101,1,3,0,1944.45
311,101,11,11,0,4079.46
312,101,3,6,10,180.74
313,101,2,2,0,71.06
314,101,20,3,0,729.51
315,102,11,3,0,1112.58
316,102,22,12,0,1693.56
317,102,20,4,0,972.68
318,102,16,1,10,179.41
319,102,28,1,10,219.57
320,103,12,7,0,2743.37
321,103,6,9,5,5628.38
322,103,9,7,0,1704.36
323,103,4,4,0,1140.84
324,103,3,4,0,133.88
325,104,4,5,5,1354.75
326,104,3,4,0,133.88
327,105,29,11,0,9202.82
328,106,7,4,0,2342.2
329,107,12,10,10,3527.19
330,108,7,11,0,6441.05
331,108,19,12,10,6064.42
332,108,12,1,5,372.31
333,108,20,4,0,972.68
334,108,11,12,0,4450.32
335,109,27,4,0,1387.96
336,109,15,9,5,5080.58
337,109,20,4,0,972.68
338,109,29,1,0,836.62
339,110,11,4,0,1483.44
340,110,4,12,10,3080.27
341,110,7,10,0,5855.5
342,111,16,11,0,2192.74
343,111,7,6,10,3161.97
344,111,9,4,0,973.92
345,111,23,5,0,1880.0
346,111,20,3,0,729.51
347,112,9,7,0,1704.36
348,112,12,5,10,1763.6
349,113,9,10,0,2434.8
350,113,23,12,0,4512.0
351,113,1,3,0,1944.45
352,113,29,11,0,9202.82
353,113,4,11,0,3137.31
354,114,7,1,0,585.55
355,114,2,6,0,213.18
356,114,14,11,0,7465.37
357,114,12,11,0,4311.01
358,115,8,12,0,4647.96
359,115,11,7,0,2596.02
360,115,25,7,5,2430.38
361,116,14,3,5,1934.21
362,116,1,9,0,5833.35
363,116,13,8,0,1213.04
364,116,5,4,0,1692.08
365,117,22,12,0,1693.56
366,117,2,3,0,106.59
367,117,1,8,10,4666.68
368,118,21,7,0,5662.79
369,118,20,9,0,2188.53
370,118,28,9,0,2195.73
371,118,27,3,0,1040.97
372,119,6,4,5,2501.5
373,119,25,6,0,2192.82
374,119,15,11,10,5882.78
375,120,17,2,0,167.58
376,120,14,9,0,6108.03
377,120,5,12,0,5076.24
378,121,26,5,0,2740.85
379,122,3,10,0,334.7
380,122,1,1,10,583.34
381,122,9,2,5,462.61
382,122,21,4,0,3235.88
383,122,19,10,0,5615.2
384,123,26,4,0,2192.68
385,123,27,8,0,2775.92
386,123,10,4,5,3220.88
387,123,20,6,0,1459.02
388,123,2,5,0,177.65
389,124,15,12,0,7130.64
390,124,29,2,5,1589.58
391,125,28,12,5,2781.26
392,125,18,10,0,5832.2
393,126,17,4,0,335.16
394,126,5,9,15,3236.1
395,126,1,6,0,3888.9
396,126,15,5,0,2971.1
397,127,2,11,0,390.83
398,127,16,6,0,1196.04
399,127,1,5,10,2916.68
400,127,25,5,0,1827.35
401,127,3,6,0,200.82
402,128,12,2,0,783.82
403,128,21,12,0,9707.64
404,128,23,8,0,3008.0
405,128,7,6,0,3513.3
406,129,23,7,0,2632.0
407,129,13,1,10,136.47
408,129,29,10,0,8366.2
409,130,13,1,15,128.89
410,130,10,5,0,4238.0
411,131,8,12,0,4647.96
412,131,14,7,5,4513.16
413,131,26,5,10,2466.76
414,131,3,3,5,95.39
415,131,15,4,0,2376.88
416,132,29,10,0,8366.2
417,132,1,4,0,2592.6
418,132,19,8,0,4492.16
419,132,20,9,0,2188.53
420,133,22,5,0,705.65
421,133,14,8,0,5429.36
422,133,11,12,0,4450.32
423,134,1,8,0,5185.2
424,134,15,3,0,1782.66
425,134,27,12,0,4163.88
426,134,10,6,5,4831.32
427,135,1,8,5,4925.94
428,135,24,3,0,2408.76
429,135,4,9,0,2566.89
430,135,11,11,0,4079.46
431,135,18,1,15,495.74
432,136,25,11,0,4020.17
433,137,16,3,0,598.02
434,137,17,11,0,921.69
435,137,25,4,5,1388.79
436,137,24,2,0,1605.84
437,138,4,4,0,1140.84
438,139,5,1,0,423.02
439,139,21,10,0,8089.7
440,139,7,11,0,6441.05
441,140,14,11,15,6345.56
442,140,26,8,0,4385.36
443,140,22,1,0,141.13
444,140,1,1,10,583.34
445,141,11,1,0,370.86
446,141,25,1,0,365.47
447,141,1,9,0,5833.35
448,141,29,12,0,10039.44
449,142,15,1,0,594.22
450,142,14,9,0,6108.03
451,142,28,12,0,2927.64
452,143,11,2,0,741.72
453,143,12,2,15,666.25
454,144,5,4,0,1692.08
455,144,10,10,0,8476.0
456,145,29,5,0,4183.1
457,145,25,7,10,2302.46
458,145,22,2,0,282.26
459,146,10,10,0,8476.0
460,146,28,4,0,975.88
461,146,4,12,0,3422.52
462,146,11,4,10,1335.1
463,147,29,11,10,8282.54
464,148,21,2,0,1617.94
465,149,21,9,0,7280.73
466,149,15,8,15,4040.7
467,149,9,1,5,231.31
468,149,4,11,0,3137.31
469,150,27,8,5,2637.12
470,151,27,10,0,3469.9
471,151,21,2,0,1617.94
472,151,13,9,0,1364.67
473,152,18,12,0,6998.64
474,152,19,10,0,5615.2
475,153,8,2,0,774.66
476,154,25,10,0,3654.7
477,154,12,11,0,4311.01
478,154,21,1,0,808.97
479,154,8,3,0,1161.99
480,154,22,6,0,846.78
481,155,24,3,0,2408.76
482,155,3,12,0,401.64
483,155,12,7,0,2743.37
484,155,23,2,0,752.0
485,155,21,5,10,3640.36
486,156,26,10,0,5481.7
487,156,19,7,0,3930.64
488,157,5,7,0,2961.14
489,157,6,12,0,7899.48
490,157,7,3,5,1668.82
491,158,25,9,0,3289.23
492,159,11,2,15,630.46
493,160,14,6,5,3868.42
494,161,4,7,5,1896.65
495,161,22,6,0,846.78
496,161,25,1,0,365.47
497,161,5,11,0,4653.22
498,161,19,5,0,2807.6
499,162,1,4,0,2592.6
500,162,3,6,0,200.82
501,162,25,9,0,3289.23
502,162,7,7,10,3688.96
503,163,27,11,0,3816.89
504,163,4,7,5,1896.65
505,163,20,2,5,462.02
506,163,15,10,0,5942.2
507,163,25,5,5,1735.98
508,164,12,2,0,783.82
509,165,22,12,0,1693.56
510,165,21,11,0,8898.67
511,165,19,3,0,1684.56
512,165,12,12,10,4232.63
513,166,4,2,0,570.42
514,166,22,2,0,282.26
515,166,3,1,0,33.47
516,167,3,2,0,66.94
517,167,29,3,0,2509.86
518,168,17,9,0,754.11
519,168,20,9,0,2188.53
520,168,21,7,15,4813.37
521,168,18,2,0,1166.44
522,168,19,1,0,561.52
523,169,27,2,0,693.98
524,169,8,10,0,3873.3
525,169,6,10,0,6582.9
526,169,20,6,10,1313.12
527,169,1,7,0,4537.05
528,170,19,7,0,3930.64
529,170,6,2,5,1250.75
530,170,14,12,0,8144.04
531,170,12,9,10,3174.47
532,171,10,3,0,2542.8
533,171,6,11,0,7241.19
534,171,22,7,10,889.12
535,171,14,3,0,2036.01
536,171,11,3,15,945.69
537,172,18,8,5,4432.47
538,172,12,3,10,1058.16
539,172,15,2,0,1188.44
540,173,4,7,0,1996.47
541,173,2,5,0,177.65
542,173,17,8,0,670.32
543,174,11,5,0,1854.3
544,174,18,4,0,2332.88
545,174,5,12,10,4568.62
546,175,11,10,0,3708.6
547,175,20,4,0,972.68
548,175,17,8,0,670.32
549,175,7,2,5,1112.54
550,175,26,3,0,1644.51
551,176,9,6,0,1460.88
552,176,11,10,0,3708.6
553,176,19,7,0,3930.64
554,176,5,6,0,2538.12
555,177,17,11,0,921.69
556,177,24,10,5,7627.74
557,177,3,3,0,100.41
558,177,25,5,0,1827.35
559,178,4,8,0,2281.68
560,178,25,6,0,2192.82
561,179,16,5,0,996.7
562,179,27,12,0,4163.88
563,179,15,12,0,7130.64
564,180,1,4,0,2592.6
565,180,5,6,0,2538.12
566,180,15,7,15,3535.61
567,180,28,5,0,1219.85
568,180,19,7,0,3930.64
569,181,17,4,0,335.16
570,181,27,10,10,3122.91
571,181,19,9,10,4548.31
572,181,23,3,0,1128.0
573,181,14,11,0,7465.37
574,182,10,12,0,10171.2
575,183,16,8,0,1594.72
576,183,17,5,15,356.11
577,184,20,7,0,1702.19
578,185,8,11,0,4260.63
579,185,22,5,0,705.65
580,186,3,12,10,361.48
581,186,12,7,0,2743.37
582,187,15,8,0,4753.76
583,188,13,7,0,1061.41
584,188,19,9,5,4801.0
585,188,16,9,5,1704.36
586,188,11,12,0,4450.32
587,188,15,7,0,4159.54
588,189,6,12,0,7899.48
589,189,20,9,0,2188.53
590,189,27,10,0,3469.9
591,190,6,4,5,2501.5
592,191,7,3,0,1756.65
593,191,27,11,0,3816.89
594,191,3,10,0,334.7
595,192,18,6,10,3149.39
596,192,22,7,0,987.91
597,192,8,2,0,774.66
598,192,10,1,0,847.6
599,193,1,9,15,4958.35
600,193,20,12,0,2918.04
601,194,11,12,0,4450.32
602,194,7,10,0,5855.5
603,194,29,4,0,3346.48
604,194,28,8,15,1659.0
605,194,25,6,5,2083.18
606,195,4,12,0,3422.52
607,195,20,9,10,1969.68
608,195,23,3,0,1128.0
609,195,1,6,0,3888.9
610,195,3,1,10,30.12
611,196,19,7,0,3930.64
612,196,1,2,0,1296.3
613,196,17,2,0,167.58
614,197,2,6,0,213.18
615,197,17,5,0,418.95
616,198,5,9,0,3807.18
617,198,16,8,0,1594.72
618,199,4,8,0,2281.68
619,200,10,6,10,4577.04
620,200,16,2,15,338.88
621,200,21,5,0,4044.85
622,200,22,1,0,141.13
623,201,28,1,15,207.37
624,202,6,11,0,7241.19
625,203,8,9,0,3485.97
626,203,10,3,0,2542.8
627,204,3,9,0,301.23
628,204,6,7,0,4608.03
629,204,17,8,0,670.32
630,205,24,3,0,2408.76
631,205,12,11,0,4311.01
632,206,18,1,0,583.22
633,206,13,12,5,1728.58
634,206,9,10,0,2434.8
635,206,6,4,0,2633.16
636,207,3,7,0,234.29
637,207,22,1,0,141.13
638,207,29,12,0,10039.44
639,207,20,4,0,972.68
640,208,6,10,5,6253.75
641,209,21,6,5,4611.13
642,209,6,6,0,3949.74
643,210,7,5,0,2927.75
644,211,4,10,0,2852.1
645,211,20,7,0,1702.19
646,211,29,10,0,8366.2
647,212,11,6,0,2225.16
648,213,23,3,0,1128.0
649,213,5,11,0,4653.22
650,213,25,12,0,4385.64
651,213,12,5,0,1959.55
652,213,1,10,0,6481.5
653,214,4,6,15,1454.57
654,214,20,2,5,462.02
655,215,26,3,15,1397.83
656,216,17,9,0,754.11
657,216,9,7,0,1704.36
658,217,24,10,0,8029.2
659,217,23,7,0,2632.0
660,218,5,11,10,4187.9
661,218,26,9,0,4933.53
662,218,15,12,0,7130.64
663,218,21,11,5,8453.74
664,219,26,8,0,4385.36
665,219,4,5,10,1283.44
666,220,6,8,0,5266.32
667,220,9,10,0,2434.8
668,220,28,1,10,219.57
669,221,20,8,10,1750.82
670,222,13,9,0,1364.67
671,222,3,9,0,301.23
672,222,26,11,0,6029.87
673,222,10,8,0,6780.8
674,223,24,7,0,5620.44
675,223,26,12,0,6578.04
676,223,29,8,0,6692.96
677,223,7,8,0,4684.4
678,224,3,1,0,33.47
679,224,27,4,15,1179.77
680,224,9,5,5,1156.53
681,224,6,1,0,658.29
682,224,2,5,0,177.65
683,225,6,3,0,1974.87
684,225,8,8,10,2788.78
685,225,24,10,0,8029.2
686,226,12,9,0,3527.19
687,226,21,2,0,1617.94
688,226,25,10,0,3654.7
689,226,23,2,0,752.0
690,226,1,5,0,3240.75
691,227,11,9,0,3337.74
692,227,22,1,0,141.13
693,227,8,12,0,4647.96
694,228,7,7,0,4098.85
695,228,29,2,0,1673.24
696,229,15,5,0,2971.1
697,229,26,1,0,548.17
698,230,17,2,0,167.58
699,230,5,8,0,3384.16
700,230,18,2,0,1166.44
701,231,17,12,0,1005.48
702,231,8,10,0,3873.3
703,232,15,11,10,5882.78
704,232,3,7,5,222.58
705,232,26,3,0,1644.51
706,232,9,10,0,2434.8
707,232,23,3,0,1128.0
708,233,23,1,0,376.0
709,233,29,10,10,7529.58
710,234,20,10,0,2431.7
711,234,23,9,15,2876.4
712,234,29,3,5,2384.37
713,235,8,5,0,1936.65
714,235,6,10,0,6582.9
715,235,20,5,0,1215.85
716,236,20,3,0,729.51
717,237,11,5,0,1854.3
718,238,28,12,0,2927.64
719,238,21,3,0,2426.91
720,239,23,4,0,1504.0
721,239,20,11,0,2674.87
722,239,24,7,10,5058.4
723,240,21,11,0,8898.67
724,240,27,5,0,1734.95
725,240,28,11,0,2683.67
726,240,5,7,0,2961.14
727,240,2,7,15,211.4
728,241,18,7,0,4082.54
729,242,7,12,0,7026.6
730,242,24,6,0,4817.52
731,242,23,8,0,3008.0
732,243,7,1,0,585.55
733,243,1,12,0,7777.8
734,243,17,2,5,159.2
735,243,3,12,0,401.64
736,243,24,8,0,6423.36
737,244,10,2,0,1695.2
738,244,21,9,15,6188.62
739,244,28,7,0,1707.79
740,245,25,8,0,2923.76
741,245,21,5,0,4044.85
742,246,17,9,0,754.11
743,246,24,10,0,8029.2
744,246,18,3,5,1662.18
745,247,27,11,0,3816.89
746,247,10,1,0,847.6
747,247,14,1,0,678.67
748,248,7,1,0,585.55
749,248,10,2,10,1525.68
750,248,6,3,10,1777.38
751,248,4,8,10,2053.51
752,249,6,4,10,2369.84
753,249,13,12,0,1819.56
754,249,29,3,0,2509.86
755,249,11,11,0,4079.46
756,250,8,2,0,774.66
757,250,18,11,0,6415.42
758,250,3,6,0,200.82
759,251,20,11,0,2674.87
760,251,26,11,0,6029.87
761,251,1,3,0,1944.45
762,252,16,12,0,2392.08
763,252,17,12,0,1005.48
764,252,24,4,0,3211.68
765,253,16,12,0,2392.08
766,254,21,8,10,5824.58
767,254,19,2,0,1123.04
768,255,21,9,0,7280.73
769,255,10,11,0,9323.6
770,256,5,12,5,4822.43
771,257,12,12,0,4702.92
772,257,2,3,0,106.59
773,257,16,8,10,1435.25
774,257,3,2,0,66.94
775,258,4,12,0,3422.52
776,259,29,6,0,5019.72
777,260,18,7,0,4082.54
778,260,27,3,5,988.92
779,261,7,2,0,1171.1
780,261,12,9,0,3527.19
781,262,27,11,0,3816.89
782,262,17,3,0,251.37
783,262,19,8,15,3818.34
784,262,15,6,0,3565.32
785,262,22,12,0,1693.56
786,263,23,7,0,2632.0
787,263,8,10,0,3873.3
788,264,29,2,0,1673.24
789,264,6,2,0,1316.58
790,265,15,12,0,7130.64
791,265,27,7,0,2428.93
792,265,16,6,0,1196.04
793,265,8,7,0,2711.31
794,265,9,6,10,1314.79
795,266,4,5,0,1426.05
796,266,23,11,10,3722.4
797,267,11,10,10,3337.74
798,267,9,10,15,2069.58
799,267,28,12,0,2927.64
800,267,15,10,0,5942.2
801,267,24,5,15,3412.41
802,268,28,11,0,2683.67
803,269,23,10,10,3384.0
804,269,27,9,0,3122.91
805,269,20,4,0,972.68
806,269,18,12,0,6998.64
807,269,13,7,0,1061.41
808,270,16,4,0,797.36
809,271,14,4,0,2714.68
810,272,11,2,0,741.72
811,272,16,9,10,1614.65
812,272,28,1,15,207.37
813,272,4,6,0,1711.26
814,272,26,6,0,3289.02
815,273,20,7,0,1702.19
816,273,17,6,10,452.47
817,273,15,9,15,4545.78
818,273,14,11,0,7465.37
819,273,16,3,0,598.02
820,274,16,1,0,199.34
821,275,6,1,0,658.29
822,275,16,1,0,199.34
823,276,12,5,0,1959.55
824,276,8,11,0,4260.63
825,276,2,12,0,426.36
826,276,28,9,0,2195.73
827,276,27,7,0,2428.93
828,277,5,2,0,846.04
829,277,15,11,10,5882.78
830,277,10,9,0,7628.4
831,277,9,9,0,2191.32
832,278,11,2,0,741.72
833,278,3,5,0,167.35
834,278,7,2,0,1171.1
835,279,14,9,0,6108.03
836,279,11,6,10,2002.64
837,280,17,5,0,418.95
838,281,15,1,10,534.8
839,281,4,4,0,1140.84
840,282,24,10,0,8029.2
841,282,16,1,0,199.34
842,282,29,5,0,4183.1
843,282,27,11,10,3435.2
844,282,25,12,0,4385.64
845,283,23,2,0,752.0
846,283,22,1,0,141.13
847,284,2,3,10,95.93
848,285,24,9,0,7226.28
849,285,18,12,0,6998.64
850,285,26,5,0,2740.85
851,285,2,3,10,95.93
852,285,4,6,0,1711.26
853,286,29,12,10,9035.5
854,286,3,2,0,66.94
855,286,12,1,15,333.12
856,287,1,9,0,5833.35
857,287,18,2,0,1166.44
858,287,23,5,0,1880.0
859,288,22,8,0,1129.04
860,289,15,1,5,564.51
861,289,7,8,0,4684.4
862,289,12,10,0,3919.1
863,290,15,5,0,2971.1
864,290,1,2,10,1166.67
865,291,14,4,0,2714.68
866,292,29,1,0,836.62
867,293,5,1,0,423.02
868,293,14,8,0,5429.36
869,294,8,3,0,1161.99
870,294,23,1,0,376.0
871,295,18,4,10,2099.59
872,295,7,6,0,3513.3
873,295,14,4,0,2714.68
874,295,8,7,0,2711.31
875,296,25,2,0,730.94
876,296,27,10,5,3296.4
877,296,26,6,5,3124.57
878,297,4,3,5,812.85
879,298,9,7,5,1619.14
880,299,18,5,0,2916.1
881,299,19,6,10,3032.21
882,299,11,2,5,704.63
883,300,6,6,0,3949.74
884,301,27,5,5,1648.2
885,301,15,12,5,6774.11
886,301,28,10,0,2439.7
887,301,21,4,0,3235.88
888,301,18,8,0,4665.76
889,302,28,4,0,975.88
890,302,18,12,0,6998.64
891,302,20,9,0,2188.53
892,302,24,4,0,3211.68
893,303,27,1,5,329.64
894,303,18,4,0,2332.88
895,303,23,9,0,3384.0
896,303,17,6,0,502.74
897,304,18,6,0,3499.32
898,305,4,12,0,3422.52
899,305,16,12,0,2392.08
900,305,23,5,0,1880.0
901,305,6,2,0,1316.58
902,306,3,7,5,222.58
903,306,1,8,10,4666.68
904,307,2,2,0,71.06
905,307,22,1,0,141.13
906,307,7,4,0,2342.2
907,308,4,12,0,3422.52
908,308,5,6,15,2157.4
909,308,6,8,10,4739.69
910,308,11,12,0,4450.32
911,309,3,9,10,271.11
912,310,22,2,0,282.26
913,310,10,10,0,8476.0
914,310,3,10,10,301.23
915,310,25,1,0,365.47
916,311,8,4,0,1549.32
917,311,1,5,0,3240.75
918,312,23,12,0,4512.0
919,312,20,12,0,2918.04
920,312,6,6,0,3949.74
921,312,22,6,5,804.44
922,313,2,2,0,71.06
923,313,6,4,10,2369.84
924,314,19,3,5,1600.33
925,315,18,8,0,4665.76
926,315,26,6,0,3289.02
927,315,12,7,0,2743.37
928,315,21,2,0,1617.94
929,316,23,8,0,3008.0
930,316,22,5,15,599.8
931,317,21,2,0,1617.94
932,318,9,12,0,2921.76
933,318,5,12,10,4568.62
934,318,1,10,15,5509.28
935,319,24,3,10,2167.88
936,319,14,2,5,1289.47
937,319,9,12,0,2921.76
938,320,21,9,0,7280.73
939,320,23,1,0,376.0
940,320,9,11,5,2544.37
941,320,6,5,0,3291.45
942,321,4,7,0,1996.47
943,322,13,12,0,1819.56
944,322,21,9,0,7280.73
945,322,16,4,0,797.36
