order_id,customer_id,order_date,sales_rep
599,28,2024-10-31,J. Thompson
600,28,2024-11-15,L. Novak
601,28,2024-11-11,S. Wong
602,28,2024-10-27,R. Khan
603,28,2024-12-08,M. Fernandez
604,28,2024-12-02,S. Wong
605,28,2024-12-26,A. Patel
606,29,2022-11-24,R. Khan
607,29,2022-12-12,R. Khan
608,29,2022-12-12,L. Novak
609,29,2023-01-22,A. Patel
610,29,2023-02-17,R. Khan
611,29,2023-03-15,L. Novak
612,29,2023-03-21,J. Thompson
613,29,2023-04-15,R. Khan
614,29,2023-04-19,A. Patel
615,29,2023-05-16,J. Thompson
616,29,2023-04-30,S. Wong
617,29,2023-05-07,R. Khan
618,29,2023-06-08,R. Khan
619,29,2023-06-10,M. Fernandez
620,29,2023-06-07,L. Novak
621,29,2023-07-18,J. Thompson
622,29,2023-07-11,S. Wong
623,29,2023-07-16,L. Novak
624,29,2023-08-06,L. Novak
625,29,2023-08-20,J. Thompson
626,29,2023-09-01,J. Thompson
627,29,2023-10-16,S. Wong
628,29,2023-10-15,R. Khan
629,29,2023-11-12,S. Wong
630,29,2023-11-01,J. Thompson
631,29,2023-11-08,R. Khan
632,29,2023-11-13,A. Patel
633,29,2023-10-28,A. Patel
634,29,2023-12-04,S. Wong
635,29,2023-11-24,A. Patel
636,29,2023-12-03,M. Fernandez
637,29,2023-12-06,S. Wong
638,29,2023-11-25,R. Khan
639,29,2023-12-31,M. Fernandez
640,29,2023-12-30,R. Khan
641,29,2024-01-06,J. Thompson
642,29,2024-02-08,A. Patel
643,29,2024-03-11,J. Thompson
644,29,2024-03-02,R. Khan
645,29,2024-02-22,S. Wong
646,29,2024-04-05,M. Fernandez
647,29,2024-04-25,L. Novak
648,29,2024-05-26,J. Thompson
649,29,2024-05-27,J. Thompson
650,29,2024-06-23,A. Patel
651,29,2024-07-10,L. Novak
652,29,2024-07-16,S. Wong
653,29,2024-07-07,M. Fernandez
654,29,2024-07-26,R. Khan
655,29,2024-08-13,S. Wong
656,29,2024-07-31,L. Novak
657,29,2024-08-10,R. Khan
658,29,2024-08-09,J. Thompson
659,29,2024-09-06,M. Fernandez
660,29,2024-08-25,M. Fernandez
661,29,2024-09-02,S. Wong
662,29,2024-09-11,M. Fernandez
663,29,2024-08-23,R. Khan
664,29,2024-09-24,A. Patel
665,29,2024-11-13,S. Wong
666,29,2024-10-21,S. Wong
667,29,2024-10-30,S. Wong
668,29,2024-11-03,L. Novak
669,29,2024-12-03,R. Khan
670,29,2024-11-19,L. Novak
671,29,2024-12-12,M. Fernandez
672,30,2024-06-23,M. Fernandez
673,30,2024-06-26,A. Patel
674,30,2024-07-21,R. Khan
675,30,2024-07-26,M. Fernandez
676,30,2024-10-02,M. Fernandez
677,30,2024-10-08,M. Fernandez
678,30,2024-12-09,A. Patel
679,30,2024-12-22,J. Thompson
680,31,2022-05-08,L. Novak
681,31,2022-05-07,R. Khan
682,31,2022-05-23,L. Novak
683,31,2022-07-11,L. Novak
684,32,2022-08-04,A. Patel
685,32,2022-08-07,R. Khan
686,32,2022-10-15,S. Wong
687,32,2022-11-22,L. Novak
688,33,2024-03-22,L. Novak
689,33,2024-04-03,J. Thompson
690,33,2024-03-29,M. Fernandez
691,33,2024-06-14,R. Khan
692,33,2024-06-24,R. Khan
693,33,2024-07-19,R. Khan
694,33,2024-08-30,A. Patel
695,33,2024-08-09,M. Fernandez
696,33,2024-09-20,J. Thompson
697,33,2024-10-04,L. Novak
698,33,2024-10-29,M. Fernandez
699,33,2024-10-17,R. Khan
700,33,2024-10-27,L. Novak
701,33,2024-10-17,L. Novak
702,33,2024-10-29,L. Novak
703,33,2024-10-21,M. Fernandez
704,33,2024-10-13,A. Patel
705,33,2024-11-22,S. Wong
706,33,2024-11-07,A. Patel
707,33,2024-12-07,L. Novak
708,34,2023-05-16,S. Wong
709,34,2023-06-24,S. Wong
710,34,2023-06-25,A. Patel
711,34,2023-07-09,S. Wong
712,34,2023-07-30,J. Thompson
713,34,2023-10-09,A. Patel
714,34,2023-09-20,S. Wong
715,34,2023-09-27,L. Novak
716,34,2023-10-04,J. Thompson
717,34,2023-10-18,L. Novak
718,34,2023-10-30,R. Khan
719,34,2023-10-28,L. Novak
720,34,2024-01-08,L. Novak
721,34,2024-01-31,S. Wong
722,34,2024-01-29,A. Patel
723,34,2024-02-05,L. Novak
724,34,2024-03-05,A. Patel
725,34,2024-02-12,L. Novak
726,34,2024-04-30,J. Thompson
727,34,2024-04-27,L. Novak
728,34,2024-04-10,L. Novak
729,34,2024-05-11,S. Wong
730,34,2024-06-24,J. Thompson
731,34,2024-07-23,M. Fernandez
732,34,2024-07-23,M. Fernandez
733,34,2024-07-09,L. Novak
734,34,2024-08-05,M. Fernandez
735,34,2024-07-26,S. Wong
736,34,2024-08-23,R. Khan
737,34,2024-08-18,S. Wong
738,34,2024-09-28,A. Patel
739,34,2024-10-12,A. Patel
740,34,2024-10-13,A. Patel
741,34,2024-10-27,S. Wong
742,34,2024-10-15,A. Patel
743,34,2024-11-08,A. Patel
744,34,2024-12-08,S. Wong
745,35,2022-03-24,S. Wong
746,35,2022-04-08,R. Khan
747,35,2022-04-02,M. Fernandez
748,35,2022-04-16,A. Patel
749,35,2022-04-07,R. Khan
750,35,2022-05-07,R. Khan
751,35,2022-07-16,S. Wong
752,35,2022-07-17,M. Fernandez
753,35,2022-08-03,J. Thompson
754,35,2022-08-15,R. Khan
755,35,2022-09-24,M. Fernandez
756,35,2022-10-16,J. Thompson
757,35,2022-11-04,M. Fernandez
758,35,2022-10-28,M. Fernandez
759,35,2022-12-05,J. Thompson
760,35,2022-12-20,L. Novak
761,35,2022-12-14,R. Khan
762,35,2022-12-10,M. Fernandez
763,35,2023-01-06,R. Khan
764,35,2023-01-20,M. Fernandez
765,35,2023-01-07,R. Khan
766,35,2023-01-18,M. Fernandez
767,35,2023-02-12,A. Patel
768,35,2023-02-06,A. Patel
769,35,2023-02-05,S. Wong
770,35,2023-04-22,R. Khan
771,35,2023-04-19,L. Novak
772,35,2023-07-04,R. Khan
773,35,2023-07-28,A. Patel
774,35,2023-09-24,J. Thompson
775,35,2023-10-02,A. Patel
776,35,2023-10-04,M. Fernandez
777,35,2023-10-08,S. Wong
778,36,2023-08-17,S. Wong
779,36,2023-09-29,L. Novak
780,36,2023-09-20,L. Novak
781,36,2023-10-21,M. Fernandez
782,36,2023-12-28,L. Novak
783,36,2024-01-13,M. Fernandez
784,36,2024-05-03,J. Thompson
785,36,2024-06-10,L. Novak
786,36,2024-09-27,A. Patel
787,36,2024-10-31,M. Fernandez
788,36,2024-10-26,A. Patel
789,36,2024-11-13,J. Thompson
790,36,2024-12-20,S. Wong
791,37,2022-05-21,R. Khan
792,37,2022-05-15,L. Novak
793,37,2022-05-11,S. Wong
794,37,2022-07-05,A. Patel
795,37,2022-07-05,L. Novak
796,37,2022-07-11,M. Fernandez
797,37,2022-08-13,R. Khan
798,37,2022-09-13,R. Khan
799,37,2022-10-29,J. Thompson
